Date,Host,Service,metadata.error_message,App Subdomain,Message
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:26:20.862Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733828759293tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:49.839Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed GetAccessTokens , deputye2e1733186369104prodff.au.deputy.com, Bad Request"
"2024-12-10T13:25:49.839Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed GetAccessTokens , deputye2e1732616646650tsvue.na.deputy.com, Bad Request"
"2024-12-10T13:25:48.839Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed GetAccessTokens , deputye2e1732610311654prodff.au.deputy.com, Bad Request"
"2024-12-10T13:25:45.836Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""mysqli::connect(): (HY000/1049): Unknown database 'deputec_b241028032802_5867'""","""deputye2e1730198549382lsff.au.deputy.com""","Error caught"
"2024-12-10T13:25:45.836Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""mysqli::connect(): (HY000/1049): Unknown database 'deputec_b241014070702_8741'""","""deputye2e1729031900498schvue3.au.deputy.com""","Error caught"
"2024-12-10T13:25:39.832Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed To get SSO Configuration , deputye2e1733809865289schvue3.au.deputy.com, Invalid HostName"
"2024-12-10T13:25:17.818Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:17.818Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:17.818Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:17.818Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:17.818Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:17.818Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""MySqli Error: Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","Exception caught while trying to save DeputecEmployee"
"2024-12-10T13:25:16.817Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""Deadlock found when trying to get lock; try restarting transaction""","""deputye2e1733812678958tsvue.na.deputy.com""","QMySQLiDatabase - execute query failed"
"2024-12-10T13:25:07.808Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed GetAccessTokens , deputye2e1733186369104prodff.au.deputy.com, Bad Request"
"2024-12-10T13:25:07.808Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed GetAccessTokens , deputye2e1733107241428prodff.na.deputy.com, Bad Request"
"2024-12-10T13:25:06.807Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed GetAccessTokens , deputye2e1732616646650tsvue.na.deputy.com, Bad Request"
"2024-12-10T13:25:06.807Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed GetAccessTokens , deputye2e1732610311654prodff.au.deputy.com, Bad Request"
"2024-12-10T13:25:00.804Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""mysqli::connect(): (HY000/1049): Unknown database 'deputec_b241028032802_5867'""","""deputye2e1730198549382lsff.au.deputy.com""","Error caught"
"2024-12-10T13:25:00.804Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""mysqli::connect(): (HY000/1049): Unknown database 'deputec_b241014070702_8741'""","""deputye2e1729031900498schvue3.au.deputy.com""","Error caught"
"2024-12-10T13:24:23.776Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
"2024-12-10T13:24:23.088Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":9238,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":51599,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":51,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733837063088"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-67584107-523768f5107514ab15b29a93"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":30,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:24:07.840Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":3188,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":106060,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":106,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733837047840"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840f7-2386db507fd6d3ed7a13df84"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":38,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:23:54.760Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
"2024-12-10T13:23:54.138Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":14529,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":60436,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":60,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733837034138"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840ea-22e5ae3870b09b411a97c455"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":30,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:23:41.931Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":20365,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":65236,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":65,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733837021931"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840dd-275737a3551ac66b3bf896c0"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":1,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:23:31.741Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
"2024-12-10T13:23:31.231Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":18959,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":57690,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":57,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733837011231"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840d3-2733633f281ff29153f2c781"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":24,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:23:22.736Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
"2024-12-10T13:23:22.032Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":14529,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":57479,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":57,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733837002032"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840ca-0404aca81021171a4efeb170"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":25,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:23:14.731Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
"2024-12-10T13:23:14.333Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":26043,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":58051,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":58,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733836994333"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840c2-455aab083e4d42dc3747f3bd"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":66,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:23:08.725Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
"2024-12-10T13:23:08.120Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":26077,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":71328,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":71,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733836988120"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840bc-7afa2bb853f18c5b757d1bd5"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":55,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:23:03.722Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
"2024-12-10T13:23:03.425Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":14022,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":53676,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":53,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733836983425"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840b7-21e8cb61733a83601baaefc3"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":31,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:23:00.710Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
"2024-12-10T13:23:00.219Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":32605,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":64645,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":64,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733836980219"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840b4-193915da1f17cea11060e901"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":92,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:22:58.709Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","Failed to save pay rule order for contract"
